"","ranking","title","desc","runtime","genre","rating","vote","director","actor","metascore","revenue"
"30",30,"My Little Pony: The Movie","A dark force threatens Ponyville, and the Mane 6 embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship to save their home.",99,"Animation",6.6,2074,"Jayson Thiessen","Emily Blunt",39,0
"31",31,"Dunkirk","Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",106,"Action",8.4,225973,"Christopher Nolan","Fionn Whitehead",94,187.04
"32",32,"Guardians of the Galaxy Vol. 2","The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.",136,"Action",7.8,276986,"James Gunn","Chris Pratt",67,389.21
"33",33,"Beauty and the Beast","An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.",129,"Family",7.3,173708,"Bill Condon","Emma Watson",65,504.01
"34",34,"Annabelle: Creation","12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.",109,"Horror",6.7,44104,"David F. Sandberg","Anthony LaPaglia",62,64.16
"35",35,"Girls Trip","When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling, and romancing to make the Big Easy blush.",122,"Comedy",6.5,9563,"Malcolm D. Lee","Regina Hall",71,104.05
"36",36,"Battle of the Sexes","The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.",121,"Biography",6.9,3495,"Jonathan Dayton","Emma Stone",73,0
"37",37,"Baywatch","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",116,"Action",5.6,71139,"Seth Gordon","Dwayne Johnson",37,58.06
"38",38,"Leatherface","A teenage Leatherface escapes from a mental hospital with three other inmates, kidnapping a young nurse and taking her on a road trip from hell, while being pursued by a lawman out for revenge.",90,"Horror",5.2,2546,"Alexandre Bustillo","Finn Jones",40,0
"39",39,"Atomic Blonde","An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.",115,"Action",7,41316,"David Leitch","Charlize Theron",63,47.16
"40",40,"Overdrive","Two car thief brothers, who journey to the south of France for new opportunities, wind up in the cross hairs of the local crime boss.",93,"Action",5.3,2675,"Antonio Negret","Ana de Armas",NA,0
"41",41,"Murder on the Orient Express",NA,NA,"Crime",NA,NA,"Kenneth Branagh","Daisy Ridley",NA,0
"42",42,"The LEGO Ninjago Movie","Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",101,"Animation",6.1,4261,"Charlie Bean","Jackie Chan",55,0
"43",43,"Home Again","Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.",97,"Comedy",5.7,2945,"Hallie Meyers-Shyer","Reese Witherspoon",41,0
"44",44,"Jeepers Creepers 3","Sheriff Dan Tashtego and a team of creeper hunters enlist the help of officer Davis Tubbs to help stop the monsters eating spree.",100,"Horror",6,1062,"Victor Salva","Meg Foster",NA,0
"45",45,"Alien: Covenant","The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",122,"Horror",6.5,163080,"Ridley Scott","Michael Fassbender",65,74.24
"46",46,"The Beguiled","The unexpected arrival of a wounded Union soldier at a girls' school in Virginia during the American Civil War leads to jealousy and betrayal.",93,"Drama",6.6,17400,"Sofia Coppola","Nicole Kidman",77,10.58
"47",47,"The Mummy","An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",110,"Action",5.5,100597,"Alex Kurtzman","Tom Cruise",34,80.1
"48",48,"Victoria and Abdul","Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.",111,"Biography",6.9,3426,"Stephen Frears","Judi Dench",57,0
"49",49,"The Big Sick","Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",120,"Comedy",7.7,37182,"Michael Showalter","Kumail Nanjiani",86,38.15
"50",50,"Goodbye Christopher Robin","A behind-the-scenes look at the life of author A.A. Milne and the creation of the Winnie the Pooh stories inspired by his son C.R. Milne.",107,"Biography",7.2,866,"Simon Curtis","Domhnall Gleeson",51,0
"51",51,"The Hitman's Bodyguard","The world's top bodyguard gets a new client, a hit man who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",118,"Action",7,69503,"Patrick Hughes","Ryan Reynolds",47,21.38
"52",52,"Amityville: The Awakening","A single mother moves her three children into a haunted house, unaware of its bloody history.",85,"Horror",5,2928,"Franck Khalfoun","Jennifer Jason Leigh",NA,0
"53",53,"Breathe","The inspiring true love story of Robin and Diana Cavendish, an adventurous couple who refuse to give up in the face of a devastating disease. Their heartwarming celebration of human possibility marks the directorial debut of Andy Serkis.",117,"Biography",6.5,345,"Andy Serkis","Andrew Garfield",47,0
"54",54,"xXx: Return of Xander Cage","Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",107,"Action",5.2,60358,"D.J. Caruso","Vin Diesel",42,44.9
"55",55,"Marshall","About a young Thurgood Marshall, the first African-American Supreme Court Justice, as he battles through one of his career-defining cases.",118,"Biography",6.7,477,"Reginald Hudlin","Chadwick Boseman",66,0
"56",56,"The Meyerowitz Stories (New and Selected)","An estranged family gathers together in New York for an event celebrating the artistic work of their father.",112,"Comedy",7.3,3826,"Noah Baumbach","Adam Sandler",80,0
"57",57,"Get Out","It's time for a young African American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.",104,"Horror",7.7,187630,"Jordan Peele","Daniel Kaluuya",84,175.48
"58",58,"Only the Brave",NA,133,"Biography",NA,NA,"Joseph Kosinski","Josh Brolin",NA,0
"59",59,"King Arthur: Legend of the Sword","Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",126,"Action",6.9,115118,"Guy Ritchie","Charlie Hunnam",NA,39.18
"60",60,"Replicas",NA,NA,"Sci-Fi",NA,NA,"Jeffrey Nachmanoff","Keanu Reeves",NA,0
"61",61,"A Ghost Story","In this singular exploration of legacy, love, loss, and the enormity of existence, a recently deceased, white-sheeted ghost returns to his suburban home to try to reconnect with his bereft wife.",92,"Drama",7,13881,"David Lowery","Casey Affleck",84,1.57
"62",62,"HHhH","1942: The Third Reich is at its peak. The Czech resistance in London decides to plan the most ambitious military operation of WWII: Anthropoid. Two young recruits in their late twenties, ...                See full summary<U+00A0><U+00BB>",120,"Action",6.3,1649,"C<U+00E9>dric Jimenez","Rosamund Pike",NA,0
"63",63,"Brawl in Cell Block 99","A former boxer-turned-drug runner lands in a prison battleground after a deal gets deadly.",132,"Action",7.3,2268,"S. Craig Zahler","Dan Amboyer",79,0
"64",64,"The Crucifixion","When Nicole comes in contact with Father Anton (Corneliu Ulici) more and more inexplicable events occur. The pair begin to believe that the priest lost the battle with a demon.",90,"Horror",5.1,907,"Xavier Gens","Sophie Cookson",NA,0
"65",65,"Seven Sisters","In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",123,"Action",6.9,27357,"Tommy Wirkola","Noomi Rapace",47,0
"66",66,"Suburbicon","A home invasion rattles a quiet family town.",104,"Crime",4.6,634,"George Clooney","Matt Damon",46,0
"67",67,"Walking Out","An urban teenager journeys to Montana to hunt big game with his estranged father. Father and son struggle to connect, until a brutal encounter in the heart of the wilderness changes everything.",95,"Adventure",6,930,"Alex Smith","Matt Bomer",79,0
"68",68,"47 Meters Down","Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.",89,"Adventure",5.7,19614,"Johannes Roberts","Mandy Moore",52,43.61
"69",69,"Security","A security guard protects an eleven year-old girl who is being targeted by a gang for participating as a trial witness.",88,"Action",5.7,6406,"Alain Desrochers","Antonio Banderas",NA,0
"70",70,"Molly's Game","The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",140,"Biography",6.6,398,"Aaron Sorkin","Jessica Chastain",74,0
"71",71,"Logan","In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.",137,"Action",8.2,392959,"James Mangold","Hugh Jackman",77,226.28
"72",72,"It Comes at Night","Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.",91,"Horror",6.2,34621,"Trey Edward Shults","Joel Edgerton",78,13.78
"73",73,"The House","After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.",88,"Comedy",5.6,10777,"Andrew Jay Cohen","Will Ferrell",30,25.48
"74",74,"American Satan","A young rock band, half of its members from England and half from the U.S., drops out of college and moves to the Sunset Strip to chase their dreams.",NA,"Drama",6.8,235,"Ash Avildsen","Denise Richards",NA,0
"75",75,"6 Days","In April 1980, armed gunmen stormed the Iranian Embassy in Princes Gate, London and took all inside hostage. Over the next six days a tense standoff took place, all the while a group of ...                See full summary<U+00A0><U+00BB>",94,"Action",6.1,3163,"Toa Fraser","Jamie Bell",36,0
"76",76,"Wonder Wheel","On Coney Island in the 1950s, a lifeguard tells the story of a middle-aged carousel operator and his beleaguered wife.",101,"Drama",6.5,82,"Woody Allen","Kate Winslet",56,0
"77",77,"Wheelman","A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.",NA,"Action",7.8,46,"Jeremy Rush","Frank Grillo",NA,0
"78",78,"The Book of Henry","With instructions from her genius son's carefully crafted notebook, a single mother sets out to rescue a young girl from the hands of her abusive stepfather.",105,"Crime",6.5,5537,"Colin Trevorrow","Naomi Watts",31,4.22
"79",79,"The Shape of Water","An other-worldly fairy tale, set against the backdrop of Cold War era America circa 1962. In the hidden high-security government laboratory where she works, lonely Elisa (Sally Hawkins) is trapped in a life of isolation. Elisa's life is changed forever when she and co-worker Zelda (Octavia Spencer) discover a secret classified experiment.",119,"Adventure",7.4,1590,"Guillermo del Toro","Sally Hawkins",87,0
"80",80,"Despicable Me 3","Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.",90,"Animation",6.3,47731,"Kyle Balda","Steve Carell",49,251.77
"81",81,"The Florida Project","Set over one summer, the film follows precocious 6-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Disney World.",115,"Drama",8.1,1177,"Sean Baker","Willem Dafoe",92,0
"82",82,"Call Me by Your Name","In 1983, the son of an American professor is enamored by the graduate student who comes to study and live with his family in their northern Italian home. Together, they share an unforgettable summer full of music, food, and romance that will forever change them.",132,"Drama",8,2248,"Luca Guadagnino","Armie Hammer",94,0
"83",83,"6 Below: Miracle on the Mountain","An adrenaline seeking snowboarder gets lost in a massive winter storm in the back country of the High Sierras where he is pushed to the limits of human endurance and forced to battle his own personal demons as he fights for survival....""",98,"Adventure",5.7,326,"Scott Waugh","Josh Hartnett",40,0
"84",84,"Loving Vincent","The world's first fully oil painted feature film, brings the artwork of Vincent van Gogh to life in an exploration of the complicated life and controversial death of one of history's most celebrated artists.",94,"Animation",8,1263,"Dorota Kobiela","Douglas Booth",61,0
"85",85,"Our Souls at Night","Fonda and Redford will star as Addie Moore and Louis Waters, a widow and widower who've lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbor.",103,"Drama",7,2443,"Ritesh Batra","Jane Fonda",69,0
"86",86,"The Killing of a Sacred Deer","Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.",121,"Drama",8.1,1538,"Yorgos Lanthimos","Nicole Kidman",83,0
"87",87,"Jumanji: Welcome to the Jungle",NA,NA,"Action",NA,NA,"Jake Kasdan","Dwayne Johnson",NA,0
"88",88,"Wish Upon","A teenage girl discovers a box that carries magic powers and a deadly price for using them.",90,"Fantasy",5,5011,"John R. Leonetti","Joey King",32,14.05
"89",89,"Captain Underpants: The First Epic Movie","Two overly imaginative pranksters named George and Harold hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.",89,"Animation",6.2,10895,"David Soren","Kevin Hart",69,71.16
"90",90,"Roman J Israel, Esq.","Denzel Washington stars as Roman Israel, a driven, idealistic defense attorney who, through a tumultuous series of events, finds himself in a crisis that leads to extreme action.",129,"Crime",5.7,144,"Dan Gilroy","Denzel Washington",64,0
"91",91,"The Fate of the Furious","When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",136,"Action",6.8,138337,"F. Gary Gray","Vin Diesel",56,225.76
"92",92,"Valerian and the City of a Thousand Planets","A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",137,"Action",6.7,41414,"Luc Besson","Dane DeHaan",51,39.27
"93",93,"The Circle","A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.",110,"Drama",5.3,42853,"James Ponsoldt","Emma Watson",43,20.48
"94",94,"Life","A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.",104,"Horror",6.6,126666,"Daniel Espinosa","Jake Gyllenhaal",54,30.18
"95",95,"Stronger","Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.",119,"Biography",7.5,2341,"David Gordon Green","Jake Gyllenhaal",76,0
"96",96,"Rough Night","Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.",101,"Comedy",5.2,20084,"Lucia Aniello","Scarlett Johansson",51,22.06
"97",97,"John Wick: Chapter 2","After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",122,"Action",7.6,188068,"Chad Stahelski","Keanu Reeves",75,92.03
"98",98,"The Disaster Artist","A behind-the-scenes look at the making of Tommy Wiseau's The Room (2003).",103,"Biography",7.9,1253,"James Franco","Zoey Deutch",77,0
"99",99,"Tyler Perry's Boo 2! A Madea Halloween",NA,NA,"Comedy",NA,NA,"Tyler Perry","Tyler Perry",NA,0
"100",100,"Kidnap","A mother stops at nothing to recover her kidnapped son.",95,"Thriller",5.9,15844,"Luis Prieto","Halle Berry",44,30.54
"101",101,"Gifted","Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",101,"Drama",7.6,46827,"Marc Webb","Chris Evans",60,24.8
"102",102,"Death Note","A high school student named, Light Turner, discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages and launches a secret crusade to rid the world of criminals.",101,"Adventure",4.6,46880,"Adam Wingard","Nat Wolff",43,0
"103",103,"Logan Lucky","Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.",118,"Comedy",7.3,19239,"Steven Soderbergh","Channing Tatum",78,7.6
"104",104,"Ghost in the Shell","In the near future, Major is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",107,"Action",6.4,124160,"Rupert Sanders","Scarlett Johansson",52,40.53
"105",105,"The Layover","Two friends on a road trip compete for the affections of a handsome man when their flight is redirected due to a hurricane.",88,"Comedy",4.7,3538,"William H. Macy","Kate Upton",15,0
"106",106,"Shot Caller","A newly released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.",121,"Crime",7.4,26808,"Ric Roman Waugh","Jon Bernthal",59,0
"107",107,"Thank You for Your Service","A group of U.S. soldiers returning from Iraq struggles to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",108,"Biography",7,27,"Jason Hall","Haley Bennett",NA,0
"108",108,"Wonder",NA,113,"Drama",NA,NA,"Stephen Chbosky","Julia Roberts",NA,0
"109",109,"Kong: Skull Island","A team of scientists explore an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",118,"Action",6.7,167321,"Jordan Vogt-Roberts","Tom Hiddleston",62,168.05
"110",110,"My Friend Dahmer","Before Jeffrey Dahmer became a notorious serial killer, he was a shy, alcoholic teen who never quite fit in. Based on the acclaimed graphic novel by Derf Backderf, this is the true, haunting story of Jeffrey Dahmer in high school.",107,"Biography",6.7,389,"Marc Meyers","Anne Heche",NA,0
"111",111,"Fifty Shades Darker","While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.",118,"Drama",4.6,57100,"James Foley","Dakota Johnson",33,114.38
"112",112,"The Little Hours","In the Middle Ages, a young servant fleeing from his master takes refuge at a convent full of emotionally unstable nuns. Introduced as a deaf mute man, he must fight to hold his cover as the nuns try to resist temptation.",90,"Comedy",6,4401,"Jeff Baena","Alison Brie",69,0
"113",113,"T2 Trainspotting","After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.",117,"Drama",7.3,65504,"Danny Boyle","Ewan McGregor",67,2.4
"114",114,"A Bad Moms Christmas",NA,NA,"Action",NA,NA,"Jon Lucas","Kristen Bell",NA,0
"115",115,"Gotti",NA,NA,"Biography",NA,NA,"Kevin Connolly","John Travolta",NA,0
"116",116,"Darkest Hour","During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Hitler, or fight on against incredible odds.",125,"Biography",5.4,753,"Joe Wright","Lily James",72,0
"117",117,"The Ritual","A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",94,"Horror",6.3,590,"David Bruckner","Rafe Spall",NA,0
"118",118,"Cars 3","Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.",102,"Animation",7,19363,"Brian Fee","Owen Wilson",59,148.8
"119",119,"Three Billboards Outside Ebbing, Missouri","In this darkly comic drama, a mother personally challenges the local authorities to solve her daughter's murder, when they fail to catch the culprit.",115,"Comedy",8.3,1129,"Martin McDonagh","Frances McDormand",89,0
"120",120,"Pitch Perfect 3",NA,NA,"Comedy",NA,NA,"Trish Sie","Ruby Rose",NA,0
"121",121,"The Greatest Showman",NA,NA,"Biography",NA,NA,"Michael Gracey","Zendaya",NA,0
"122",122,"2:22","A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",98,"Action",5.7,8281,"Paul Currie","Teresa Palmer",NA,0
"123",123,"Unlocked","A CIA interrogator is lured into a ruse that puts London at risk of a biological attack.",98,"Action",6.2,9778,"Michael Apted","Noomi Rapace",46,0
"124",124,"Megan Leavey","Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.",116,"Biography",7.1,8242,"Gabriela Cowperthwaite","Kate Mara",66,12.71
"125",125,"Okja","Meet Mija, a young girl who risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a fascinating animal named Okja.",120,"Action",7.4,44201,"Joon-ho Bong","Tilda Swinton",76,0
"126",126,"Daddy's Home 2",NA,NA,"Comedy",NA,NA,"Sean Anders","Linda Cardellini",NA,0
"127",127,"Tulip Fever","An artist falls for a young married woman while he's commissioned to paint her portrait during the Tulip mania of 17th century Amsterdam.",105,"Drama",6.3,2094,"Justin Chadwick","Alicia Vikander",38,0
"128",128,"Going in Style","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",96,"Comedy",6.6,41136,"Zach Braff","Michael Caine",50,45
"129",129,"The Stray","A young father takes his nine year old son, the family dog, and two of his son's friends backpacking in the mountains of Colorado only for all five of them to be struck by lightning.",92,"Drama",6.5,88,"Mitch Davis","Sarah Lancaster",NA,0
"130",130,"The Death of Stalin","Follows the Soviet dictator's last days and depicts the chaos of the regime after his death.",106,"Biography",7.6,440,"Armando Iannucci","Jason Isaacs",86,0
"131",131,"The Glass Castle","A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.",127,"Biography",7.1,2744,"Destin Daniel Cretton","Brie Larson",56,9.71
"132",132,"Wonderstruck","The story of a young boy in the Midwest is told simultaneously with a tale about a young girl in New York from fifty years ago as they both seek the same mysterious connection.",117,"Drama",6.9,638,"Todd Haynes","Oakes Fegley",73,0
"133",133,"Til Death Do Us Part","Michael and Madison Roland had planned to spend the rest of their lives together, until one day Michael's controlling ways turned their perfect marriage. With the help of her best friend, ...                See full summary<U+00A0><U+00BB>",101,"Thriller",2.8,150,"Chris Stokes","Stephen Bishop",NA,0
"134",134,"I, Tonya","Competitive ice skater Tonya Harding rises among the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",119,"Biography",7.3,251,"Craig Gillespie","Margot Robbie",77,0
"135",135,"The Post",NA,NA,"Biography",NA,NA,"Steven Spielberg","Alison Brie",NA,0
"136",136,"Killing Gunther","A group of eccentric assassins are fed up with Gunther, the world's greatest hitman, and decide to kill him, but their plan turns into a series of bungled encounters as Gunther seems to always be one step ahead.",92,"Action",4.7,1629,"Taran Killam","Arnold Schwarzenegger",NA,0
"137",137,"Power Rangers","A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",124,"Action",6.1,67994,"Dean Israelite","Dacre Montgomery",44,85.07
"138",138,"Marjorie Prime","A service that provides holographic recreations of deceased loved ones allows a man to come face-to-face with the younger version of his late father-in-law.",99,"Comedy",6.3,732,"Michael Almereyda","Jon Hamm",83,0.02
"139",139,"The Shack","A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",132,"Drama",6.3,16372,"Stuart Hazeldine","Sam Worthington",32,57.33
"140",140,"The Boss Baby","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",97,"Animation",6.4,57702,"Tom McGrath","Alec Baldwin",50,174.92
"141",141,"Berlin Syndrome","A passionate holiday romance leads to an obsessive relationship, when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.",116,"Drama",6.3,9961,"Cate Shortland","Teresa Palmer",70,0
"142",142,"Good Time","After a heist goes awry, a bank robber tries to free his brother from Rikers Island, all in one night.",101,"Crime",7.9,5032,"Benny Safdie","Robert Pattinson",80,0.36
"143",143,"Before I Fall","February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the mystery around her death and discovers everything she's losing.",98,"Drama",6.4,22814,"Ry Russo-Young","Zoey Deutch",58,12.23
"144",144,"Chef","Chef Roshan Kalra sets out to find the true source of happiness and reignite his passion for food while being more present in his son's life.",133,"Comedy",5.9,255,"Raja Menon","Saif Ali Khan",NA,0
"145",145,"El bar","In bustling downtown Madrid, a loud gunshot and two mysterious deaths trap a motley assortment of common urbanites in a decrepit central bar, while paranoia and suspicion force the terrified regulars to turn on each other.",102,"Comedy",6.4,5769,"<U+00C1>lex de la Iglesia","Blanca Su<U+00E1>rez",NA,0
"146",146,"Downsizing","A social satire in which a guy realizes he would have a better life if he were to shrink himself.",135,"Comedy",6,885,"Alexander Payne","Matt Damon",74,0
"147",147,"The Wall","Two American Soldiers are trapped by a lethal sniper, with only an unsteady wall between them.",88,"Drama",6.2,11278,"Doug Liman","Aaron Taylor-Johnson",57,1.8
"148",148,"Tragedy Girls","Tragedy Girls, a twist on the slasher genre following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy and cement their legacy as modern horror legends.",98,"Comedy",6.8,392,"Tyler MacIntyre","Josh Hutcherson",NA,0
"149",149,"Same Kind of Different as Me",NA,NA,"Drama",NA,NA,"Michael Carney","Ren<U+00E9>e Zellweger",NA,0
"150",150,"The LEGO Batman Movie","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",104,"Animation",7.4,81319,"Chris McKay","Will Arnett",75,175.75
"151",151,"Gekijouban Poketto monsut<U+00E2>: Kimi ni kimeta!","Ash Ketchum, from Pallet Town, is 10 years old today, which means he's now old enough to become a Pok<U+00E9>mon Trainer. Ash dreams big about the adventures he will experience after receiving his first Pok<U+00E9>mon from Professor Oak .",NA,"Animation",6.6,228,"Kunihiko Yuyama","Unsh<U+00F4> Ishizuka",NA,0
"152",152,"Song to Song","Two intersecting love triangles. Obsession and betrayal set against the music scene in Austin, Texas.",129,"Drama",5.8,8827,"Terrence Malick","Ryan Gosling",54,0.44
"153",153,"Beyond Skyline","A tough-as-nails detective embarks on a relentless pursuit to free his son from a nightmarish alien warship.",105,"Action",6.1,113,"Liam O'Donnell","Frank Grillo",NA,0
"154",154,"Everything, Everything","A teenager who's spent her whole life confined to her home falls for the boy next door.",96,"Drama",6.4,12041,"Stella Meghie","Amandla Stenberg",52,34
"155",155,"Judwaa 2","Prem and Raja are twin brothers who are seperated at birth but are uniquely connected to eachother via their reflexes. They reunite as adults and set out to take down the underground smuggling world.",145,"Action",4.1,2761,"David Dhawan","Salman Khan",NA,0
"156",156,"Detroit","Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.",143,"Crime",7.6,8816,"Kathryn Bigelow","John Boyega",78,15.53
"157",157,"Super Dark Times","Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.",100,"Drama",6.7,934,"Kevin Phillips","Owen Campbell",74,0
"158",158,"Demons","Celebrated fiction writer and former priest, Colin Hampstead, and his wife, Kayleigh, are tormented by the ghost of her late sister, as the details of her grisly death are slowly uncovered.",105,"Horror",3.6,148,"Miles Doleac","John Schneider",NA,0
"159",159,"First They Killed My Father: A Daughter of Cambodia Remembers","Cambodian author and human rights activist Loung Ung recounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge.",136,"Biography",7.3,3326,"Angelina Jolie","Sareum Srey Moch",72,0
"160",160,"All Eyez on Me","Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur.",139,"Biography",5.8,10806,"Benny Boom","Demetrius Shipp Jr.",38,44.92
"161",161,"The Square","The Square is a poignant satirical drama reflecting our times - about the sense of community, moral courage and the affluent person's need for egocentricity in an increasingly uncertain world.",142,"Comedy",7.9,3224,"Ruben <U+00D6>stlund","Claes Bang",72,0
"162",162,"Mayhem","A virus spreads through a office complex causing white collar workers to act out their worst impulses.",86,"Action",7.1,339,"Joe Lynch","Steven Yeun",NA,0
"163",163,"The Space Between Us","The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street smart girl to discover how he came to be.",120,"Adventure",6.4,26724,"Peter Chelsom","Gary Oldman",33,7.83
"164",164,"Little Evil","Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",95,"Comedy",5.7,8564,"Eli Craig","Evangeline Lilly",NA,0
"165",165,"Churchill","96 hours before the World War II invasion of Normandy, British Prime Minister Winston Churchill struggles with his severe reservations with Operation Overlord and his increasingly marginalized role in the war effort.",105,"Biography",6.7,5818,"Jonathan Teplitzky","Brian Cox",44,1.24
"166",166,"The Hero","An ailing movie star comes to terms with his past and mortality.",93,"Comedy",6.6,3136,"Brett Haley","Sam Elliott",61,3.38
