"","ranking","title","desc","runtime","genre","rating","vote","director","actor","metascore","revenue"
"134",134,"I, Tonya","Competitive ice skater Tonya Harding rises among the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",119,"Biography",7.4,257,"Craig Gillespie","Margot Robbie",77,0
"135",135,"The Post",NA,NA,"Biography",NA,NA,"Steven Spielberg","Alison Brie",NA,0
"136",136,"Killing Gunther","A group of eccentric assassins are fed up with Gunther, the world's greatest hitman, and decide to kill him, but their plan turns into a series of bungled encounters as Gunther seems to always be one step ahead.",92,"Action",4.7,1691,"Taran Killam","Arnold Schwarzenegger",NA,0
"137",137,"Power Rangers","A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",124,"Action",6.1,68108,"Dean Israelite","Dacre Montgomery",44,85.07
"138",138,"Marjorie Prime","A service that provides holographic recreations of deceased loved ones allows a man to come face-to-face with the younger version of his late father-in-law.",99,"Comedy",6.3,765,"Michael Almereyda","Jon Hamm",83,0.02
"139",139,"The Shack","A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",132,"Drama",6.3,16419,"Stuart Hazeldine","Sam Worthington",32,57.33
"140",140,"The Boss Baby","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",97,"Animation",6.4,57846,"Tom McGrath","Alec Baldwin",50,174.92
"141",141,"Berlin Syndrome","A passionate holiday romance leads to an obsessive relationship, when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.",116,"Drama",6.3,10036,"Cate Shortland","Teresa Palmer",70,0
"142",142,"Good Time","After a heist goes awry, a bank robber tries to free his brother from Rikers Island, all in one night.",101,"Crime",7.9,5120,"Benny Safdie","Robert Pattinson",80,0.36
"143",143,"Before I Fall","February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the mystery around her death and discovers everything she's losing.",98,"Drama",6.4,22877,"Ry Russo-Young","Zoey Deutch",58,12.23
"144",144,"Chef","Chef Roshan Kalra sets out to find the true source of happiness and reignite his passion for food while being more present in his son's life.",133,"Comedy",5.9,264,"Raja Menon","Saif Ali Khan",NA,0
"145",145,"El bar","In bustling downtown Madrid, a loud gunshot and two mysterious deaths trap a motley assortment of common urbanites in a decrepit central bar, while paranoia and suspicion force the terrified regulars to turn on each other.",102,"Comedy",6.4,5854,"<U+00C1>lex de la Iglesia","Blanca Su<U+00E1>rez",NA,0
"146",146,"Downsizing","A social satire in which a guy realizes he would have a better life if he were to shrink himself.",135,"Comedy",6,902,"Alexander Payne","Matt Damon",74,0
"147",147,"The Wall","Two American Soldiers are trapped by a lethal sniper, with only an unsteady wall between them.",88,"Drama",6.2,11347,"Doug Liman","Aaron Taylor-Johnson",57,1.8
"148",148,"Tragedy Girls","Tragedy Girls, a twist on the slasher genre following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy and cement their legacy as modern horror legends.",98,"Comedy",6.8,408,"Tyler MacIntyre","Josh Hutcherson",NA,0
"149",149,"Same Kind of Different as Me",NA,NA,"Drama",NA,NA,"Michael Carney","Ren<U+00E9>e Zellweger",NA,0
"150",150,"The LEGO Batman Movie","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",104,"Animation",7.3,81460,"Chris McKay","Will Arnett",75,175.75
"151",151,"Gekijouban Poketto monsut<U+00E2>: Kimi ni kimeta!","Ash Ketchum, from Pallet Town, is 10 years old today, which means he's now old enough to become a Pok<U+00E9>mon Trainer. Ash dreams big about the adventures he will experience after receiving his first Pok<U+00E9>mon from Professor Oak .",NA,"Animation",6.6,228,"Kunihiko Yuyama","Unsh<U+00F4> Ishizuka",NA,0
"152",152,"Song to Song","Two intersecting love triangles. Obsession and betrayal set against the music scene in Austin, Texas.",129,"Drama",5.8,8850,"Terrence Malick","Ryan Gosling",54,0.44
"153",153,"Beyond Skyline","A tough-as-nails detective embarks on a relentless pursuit to free his son from a nightmarish alien warship.",105,"Action",6.2,119,"Liam O'Donnell","Frank Grillo",NA,0
"154",154,"Everything, Everything","A teenager who's spent her whole life confined to her home falls for the boy next door.",96,"Drama",6.4,12115,"Stella Meghie","Amandla Stenberg",52,34
"155",155,"Judwaa 2","Prem and Raja are twin brothers who are seperated at birth but are uniquely connected to eachother via their reflexes. They reunite as adults and set out to take down the underground smuggling world.",145,"Action",4.1,2834,"David Dhawan","Salman Khan",NA,0
"156",156,"Detroit","Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.",143,"Crime",7.6,8900,"Kathryn Bigelow","John Boyega",78,15.53
"157",157,"Super Dark Times","Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.",100,"Drama",6.7,969,"Kevin Phillips","Owen Campbell",74,0
"158",158,"Demons","Celebrated fiction writer and former priest, Colin Hampstead, and his wife, Kayleigh, are tormented by the ghost of her late sister, as the details of her grisly death are slowly uncovered.",105,"Horror",3.6,155,"Miles Doleac","John Schneider",NA,0
"159",159,"First They Killed My Father: A Daughter of Cambodia Remembers","Cambodian author and human rights activist Loung Ung recounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge.",136,"Biography",7.3,3380,"Angelina Jolie","Sareum Srey Moch",72,0
"160",160,"All Eyez on Me","Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur.",139,"Biography",5.8,10859,"Benny Boom","Demetrius Shipp Jr.",38,44.92
"161",161,"The Square","The Square is a poignant satirical drama reflecting our times - about the sense of community, moral courage and the affluent person's need for egocentricity in an increasingly uncertain world.",142,"Comedy",7.9,3312,"Ruben <U+00D6>stlund","Claes Bang",72,0
"162",162,"Mayhem","A virus spreads through a office complex causing white collar workers to act out their worst impulses.",86,"Action",7.1,354,"Joe Lynch","Steven Yeun",NA,0
"163",163,"The Space Between Us","The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street smart girl to discover how he came to be.",120,"Adventure",6.4,26810,"Peter Chelsom","Gary Oldman",33,7.83
"164",164,"Little Evil","Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",95,"Comedy",5.7,8646,"Eli Craig","Evangeline Lilly",NA,0
"165",165,"Churchill","96 hours before the World War II invasion of Normandy, British Prime Minister Winston Churchill struggles with his severe reservations with Operation Overlord and his increasingly marginalized role in the war effort.",105,"Biography",6.7,5869,"Jonathan Teplitzky","Brian Cox",44,1.24
"166",166,"The Hero","An ailing movie star comes to terms with his past and mortality.",93,"Comedy",6.6,3177,"Brett Haley","Sam Elliott",61,3.38
"167",167,"First Kill","A Wall Street broker is forced to evade a police chief investigating a bank robbery as he attempts to recover the stolen money in exchange for his son's life.",97,"Action",4.9,3261,"Steven C. Miller","Bruce Willis",39,0
"168",168,"Snatched","When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.",90,"Action",4.3,18804,"Jonathan Levine","Amy Schumer",45,45.83
"169",169,"My Cousin Rachel","A young Englishman plots revenge against his late cousin's mysterious, beautiful wife, believing her responsible for his death. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.",106,"Drama",6,7453,"Roger Michell","Rachel Weisz",63,2.68
"170",170,"The Current War","The dramatic story of the cutthroat race between electricity titans Thomas Edison and George Westinghouse to determine whose electrical system would power the modern world.",105,"Biography",6.5,251,"Alfonso Gomez-Rejon","Tom Holland",42,0
"171",171,"Lady Bird","The adventures of a young woman living in Northern California for a year.",93,"Comedy",7.8,392,"Greta Gerwig","Saoirse Ronan",92,0
"172",172,"Padmavati",NA,193,"Drama",NA,NA,"Sanjay Leela Bhansali","Deepika Padukone",NA,0
"173",173,"Last Flag Flying","Thirty years after they served together in Vietnam, a former Navy Corpsman Larry ""Doc"" Shepherd re-unites with his old buddies, former Marines Sal Nealon and Reverend Richard Mueller, to bury his son, a young Marine killed in the Iraq War.",124,"Comedy",6.5,312,"Richard Linklater","Bryan Cranston",63,0
"174",174,"Bright",NA,NA,"Action",NA,NA,"David Ayer","Will Smith",NA,0
"175",175,"Coco",NA,NA,"Animation",NA,NA,"Lee Unkrich","Edward James Olmos",NA,0
"176",176,"Thoroughbreds","Two upper-class teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. Together, they hatch a plan to solve both of their problems-no matter what the cost.",90,"Drama",7.2,184,"Cory Finley","Anya Taylor-Joy",82,0
"177",177,"God's Own Country","Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.",104,"Drama",7.8,1400,"Francis Lee","Josh O'Connor",80,0
"178",178,"To the Bone","A young woman is dealing with anorexia. She meets an unconventional doctor who challenges her to face her condition and embrace life.",107,"Drama",6.9,19813,"Marti Noxon","Rebekah Kennedy",64,0
"179",179,"All the Money in the World",NA,NA,"Crime",NA,NA,"John Paul Getty III","Mark Wahlberg",NA,0
"180",180,"Gong fu yu jia","Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai to a mountain temple in India.",107,"Action",5.3,4607,"Stanley Tong","Jackie Chan",50,0.36
"181",181,"Mark Felt: The Man Who Brought Down the White House","The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1974.",103,"Biography",6,304,"Peter Landesman","Liam Neeson",49,0
"182",182,"Once Upon a Time in Venice","A Los Angeles detective seeks out the ruthless gang that stole his dog.",94,"Action",5.2,7705,"Mark Cullen","Bruce Willis",28,0
"183",183,"Phantom Thread",NA,NA,"Drama",NA,NA,"Paul Thomas Anderson","Daniel Day-Lewis",NA,0
"184",184,"A Dog's Purpose","A dog looks to discover his purpose in life over the course of several lifetimes and owners.",100,"Adventure",6.8,36414,"Lasse Hallstr<U+00F6>m","Josh Gad",43,64.3
"185",185,"Double Date","Meet innocent Jim, terrified of girls, and on a reluctant quest to prove his manhood the night before he turns 30. He and his cocky friend Alex think they've hit the jackpot when they meet the beautiful siblings Kitty and Lulu, who seem up for anything on a wild party-fuelled night. But little do they know that the femmes fatales want to make Jim lose much more than just his virginity - Getting ...                See full summary<U+00A0><U+00BB>",89,"Comedy",6.9,214,"Benjamin Barfoot","Danny Morgan",NA,0
"186",186,"Goon: Last of the Enforcers","A hockey player plagued by injuries is confronted with the possibility of retirement when a tough new player challenges his status as the league's top enforcer.",101,"Comedy",5.9,4261,"Jay Baruchel","Seann William Scott",48,0
"187",187,"Borg McEnroe","The story of the 1980s tennis rivalry between the placid Bj<U+00F6>rn Borg and the volatile John McEnroe.",107,"Biography",7.2,1858,"Janus Metz","Stellan Skarsg<U+00E5>rd",57,0
